Rent,Address,Area,Bed,Bath,School,Crime,Commute,Shop_eat,Description,Feature,URL
"$3,200/mo",424 Bowdoin St #2,"North Dorchester, Boston, MA",4 Beds,2 Baths,Schools6 Elementary Schools4 Middle Schools2 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute63% of residents commute by car.,Shop & Eat171 Restaurants35 Groceries20 Nightlife,"424 Bowdoin St #2,Boston, MA is a 4 bedroom, 2 bathroom multi-family. 424 Bowdoin St #2 is located inNorth Dorchester, Boston. 424 Bowdoin St #2 was listed for rent for $3,200/month on Apr 8, 2020.","Details for 424 Bowdoin St #2Multi FamilyRent Includes: Hot Water, Sewage, GarbageDeposit: $3,200Heating fuel: noneNo Air ConditioningParking Type: noneLaundry: In UnitDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/424-bowdoin-st-2-boston-ma-02122--2332288245
"$2,500/mo",2 Draper St #1,"South Dorchester, Boston, MA",3 Beds,1.5 Baths,Schools5 Elementary Schools6 Middle Schools3 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute63% of residents commute by car.,Shop & Eat151 Restaurants33 Groceries18 Nightlife,"2 Draper St #1,Boston, MA is a 3 bedroom, 1.5 bathroom multi-family. 2 Draper St #1 is located inSouth Dorchester, Boston. 2 Draper St #1 was listed for rent for $2,500/month on Jun 6, 2020.","Details for 2 Draper St #1Multi Family16 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,500Parking Type: noneHeating fuel: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/p/ma/boston/2-draper-st-1-boston-ma-02122--2349310935
"$2,500/mo",2 Draper St #1,"South Dorchester, Boston, MA",3 Beds,1.5 Baths,Schools5 Elementary Schools6 Middle Schools3 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute63% of residents commute by car.,Shop & Eat151 Restaurants33 Groceries18 Nightlife,"2 Draper St #1,Boston, MA is a 3 bedroom, 1.5 bathroom multi-family. 2 Draper St #1 is located inSouth Dorchester, Boston. 2 Draper St #1 was listed for rent for $2,500/month on Jun 6, 2020.","Details for 2 Draper St #1Multi Family16 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,500Parking Type: noneHeating fuel: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/p/ma/boston/2-draper-st-1-boston-ma-02122--2349310935
"$2,000/mo",102 Pierce Ave #B,"South Dorchester, Boston, MA",1 Bed,1 Bath,Schools5 Elementary Schools3 Middle Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute63% of residents commute by car.,Shop & Eat87 Restaurants20 Groceries14 Nightlife,"102 Pierce Ave #B,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 102 Pierce Ave #B is located inSouth Dorchester, Boston. 102 Pierce Ave #B was listed for rent for $2,000/month on Apr 28, 2020.","Details for 102 Pierce Ave #BMulti FamilyNo pets allowed55 Days on TruliaRent Includes: Electricity, Hot Water, Sewage, GarbageDeposit: $2,000No Air ConditioningStreet ParkingHeating fuel: noneDishwasherDisposalMicrowaveRefrigeratorHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/102-pierce-ave-b-boston-ma-02122--2171827569
"$3,200/mo",424 Bowdoin St #3,"North Dorchester, Boston, MA",4 Beds,2 Baths,Schools6 Elementary Schools4 Middle Schools2 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute63% of residents commute by car.,Shop & Eat171 Restaurants35 Groceries20 Nightlife,"424 Bowdoin St #3,Boston, MA is a 4 bedroom, 2 bathroom, 1,300 sqft multi-family. 424 Bowdoin St #3 is located inNorth Dorchester, Boston. 424 Bowdoin St #3 was listed for rent for $3,200/month on May 11, 2020.",Details for 424 Bowdoin St #3Multi FamilyNo pets allowed42 Days on TruliaRent Includes: Hot WaterLaundry: In UnitDryerWasher,https://www.trulia.com/p/ma/boston/424-bowdoin-st-3-boston-ma-02122--2332896420
"$3,200/mo",424 Bowdoin St #3,"North Dorchester, Boston, MA",4 Beds,2 Baths,Schools6 Elementary Schools4 Middle Schools2 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute63% of residents commute by car.,Shop & Eat171 Restaurants35 Groceries20 Nightlife,"424 Bowdoin St #3,Boston, MA is a 4 bedroom, 2 bathroom, 1,300 sqft multi-family. 424 Bowdoin St #3 is located inNorth Dorchester, Boston. 424 Bowdoin St #3 was listed for rent for $3,200/month on May 11, 2020.",Details for 424 Bowdoin St #3Multi FamilyNo pets allowed42 Days on TruliaRent Includes: Hot WaterLaundry: In UnitDryerWasher,https://www.trulia.com/p/ma/boston/424-bowdoin-st-3-boston-ma-02122--2332896420
"$2,200/mo",58 Tolman St,"South Dorchester, Dorchester, MA",1 Bed,1 Bath,Schools5 Elementary Schools4 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute63% of residents commute by car.,Shop & Eat81 Restaurants15 Groceries14 Nightlife,"58 Tolman St,Dorchester, MA is a 1 bedroom, 1 bathroom, 9,600 sqft multi-family built in 2018. 58 Tolman St is located inSouth Dorchester, Dorchester. 58 Tolman St was listed for rent for $2,200/month on Apr 15, 2020. This property is pet friendly.","Details for 58 Tolman StMulti FamilyCats, small dogs allowedBuilt in 2018ParkingLaundry: In UnitAir ConditioningDishwasherDisposalDryerMicrowaveRefrigeratorWasherSee All",https://www.trulia.com/p/ma/dorchester/58-tolman-st-dorchester-ma-02122--1088923567
"$2,350/mo",408 Neponset Ave #3L,"South Dorchester, Boston, MA",1 Bed,1 Bath,Schools3 Elementary Schools2 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute63% of residents commute by car.,Shop & Eat68 Restaurants14 Groceries14 Nightlife,"408 Neponset Ave #3L,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 408 Neponset Ave #3L is located inSouth Dorchester, Boston. 408 Neponset Ave #3L was listed for rent for $2,350/month on Mar 11, 2020. This property is pet friendly.","Details for 408 Neponset Ave #3LMulti FamilyCats allowedRent Includes: Sewage, GarbageDeposit: $2,350Parking Type: noneHeating fuel: noneNo Air ConditioningLaundry: SharedLaundry: In UnitDishwasherDisposalDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/408-neponset-ave-3l-boston-ma-02122--2001479652
$900/mo,342 Bowdoin St #R3845,"North Dorchester, Boston, MA",1 Bed,NA,Schools6 Elementary Schools3 Middle Schools1 High School,CrimeLow crime relative to the rest of the area.,Commute63% of residents commute by car.,Shop & Eat168 Restaurants34 Groceries20 Nightlife,"342 Bowdoin St #R3845,Boston, MA is a 1 bedroom multi-family. 342 Bowdoin St #R3845 is located inNorth Dorchester, Boston. 342 Bowdoin St #R3845 was listed for rent for $900/month on Apr 12, 2020.","Details for 342 Bowdoin St #R3845Multi FamilyCats allowedRent Includes: Internet, Sewage, GarbageLaundry: In UnitStreet ParkingLaundry: SharedNo Air ConditioningHeating fuel: noneDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/rental/4078841494-342-Bowdoin-St-R3845-Boston-MA-02122
$900/mo,342 Bowdoin St #R3844,"North Dorchester, Boston, MA",1 Bed,NA,Schools6 Elementary Schools3 Middle Schools1 High School,CrimeLow crime relative to the rest of the area.,Commute63% of residents commute by car.,Shop & Eat168 Restaurants34 Groceries20 Nightlife,"342 Bowdoin St #R3844,Boston, MA is a 1 bedroom multi-family. 342 Bowdoin St #R3844 is located inNorth Dorchester, Boston. 342 Bowdoin St #R3844 was listed for rent for $900/month on Apr 12, 2020.","Details for 342 Bowdoin St #R3844Multi FamilyCats allowedRent Includes: Internet, Sewage, GarbageLaundry: In UnitStreet ParkingLaundry: SharedNo Air ConditioningHeating fuel: noneDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/rental/4078841495-342-Bowdoin-St-R3844-Boston-MA-02122
$900/mo,342 Bowdoin St #R3843,"North Dorchester, Boston, MA",1 Bed,NA,Schools6 Elementary Schools3 Middle Schools1 High School,CrimeLow crime relative to the rest of the area.,Commute63% of residents commute by car.,Shop & Eat168 Restaurants34 Groceries20 Nightlife,"342 Bowdoin St #R3843,Boston, MA is a 1 bedroom multi-family. 342 Bowdoin St #R3843 is located inNorth Dorchester, Boston. 342 Bowdoin St #R3843 was listed for rent for $900/month on Apr 12, 2020.","Details for 342 Bowdoin St #R3843Multi FamilyCats allowedRent Includes: Internet, Sewage, GarbageStreet ParkingLaundry: In UnitLaundry: SharedHeating fuel: noneNo Air ConditioningDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/rental/4078841506-342-Bowdoin-St-R3843-Boston-MA-02122
$900/mo,342 Bowdoin St #R3842,"North Dorchester, Boston, MA",1 Bed,NA,Schools6 Elementary Schools3 Middle Schools1 High School,CrimeLow crime relative to the rest of the area.,Commute63% of residents commute by car.,Shop & Eat168 Restaurants34 Groceries20 Nightlife,"342 Bowdoin St #R3842,Boston, MA is a 1 bedroom multi-family. 342 Bowdoin St #R3842 is located inNorth Dorchester, Boston. 342 Bowdoin St #R3842 was listed for rent for $900/month on Apr 12, 2020.","Details for 342 Bowdoin St #R3842Multi FamilyCats allowedRent Includes: Internet, Sewage, GarbageLaundry: In UnitStreet ParkingLaundry: SharedHeating fuel: noneNo Air ConditioningDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/rental/4078841513-342-Bowdoin-St-R3842-Boston-MA-02122
"$1,175/mo",2 Draper St #R2471,"South Dorchester, Boston, MA",1 Bed,NA,Schools5 Elementary Schools6 Middle Schools3 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute63% of residents commute by car.,Shop & Eat151 Restaurants33 Groceries18 Nightlife,"2 Draper St #R2471,Boston, MA is a 1 bedroom multi-family. 2 Draper St #R2471 is located inSouth Dorchester, Boston. 2 Draper St #R2471 was listed for rent for $1,175/month on Dec 22, 2019.","Details for 2 Draper St #R2471Multi FamilyRent Includes: Sewage, GarbageParking Type: noneHeating fuel: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/rental/4074453685-2-Draper-St-R2471-Boston-MA-02122
"$2,000/mo",3 Toledo Ter #3,"South Dorchester, Boston, MA",3 Beds,1 Bath,Schools5 Elementary Schools6 Middle Schools3 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute63% of residents commute by car.,Shop & Eat147 Restaurants33 Groceries18 Nightlife,"3 Toledo Ter #3,Boston, MA is a 3 bedroom, 1 bathroom, 1,100 sqft multi-family. 3 Toledo Ter #3 is located inSouth Dorchester, Boston. 3 Toledo Ter #3 was listed for rent for $2,000/month on Jun 19, 2020.","Details for 3 Toledo Ter #3Multi FamilyNo pets allowed3 Days on TruliaDeposit: $2,000Living roomLaundry: SharedBalconyBasementCable / SatelliteDisposalLawnRefrigeratorFloors: HardwoodSee All",https://www.trulia.com/p/ma/boston/3-toledo-ter-3-boston-ma-02122--2284160153
$750/mo,29 Ridgewood St,"South Dorchester, Dorchester, MA",4 Beds,1 Bath,Schools7 Elementary Schools6 Middle Schools3 High Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute63% of residents commute by car.,Shop & Eat153 Restaurants33 Groceries17 Nightlife,"29 Ridgewood St,Dorchester, MA is a 4 bedroom, 1 bathroom, 3,906 sqft multi-family built in 1905. 29 Ridgewood St is located inSouth Dorchester, Dorchester. 29 Ridgewood St was listed for rent for $750/month on Jun 16, 2020.","Details for 29 Ridgewood StMulti FamilyAvailable: Sep 1stCats allowedBuilt in 19056 Days on TruliaRent Includes: Sewage, WaterDeposit: $750No Air ConditioningDishwasherMicrowaveRefrigeratorFloors: HardwoodSee All",https://www.trulia.com/rental/4067668462-29-Ridgewood-St-Dorchester-MA-02122
"$2,670/mo",Address Not Disclosed,"South Dorchester, Dorchester, MA",4 Beds,1 Bath,Schools4 Elementary Schools5 Middle Schools2 High Schools,CrimeHighest crime relative to the rest of Suffolk county.,Commute63% of residents commute by car.,Shop & Eat118 Restaurants29 Groceries18 Nightlife,"This home inDorchester, MA is a 4 bedroom, 1 bathroom, 1,200 sqft multi-family. This home is located inSouth Dorchester, Dorchester. This property was listed for rent for $2,670/month on Jun 15, 2020.",Home DetailsMulti FamilyAvailable: Sep 1stNo pets allowed7 Days on Trulia,https://www.trulia.com/p/ma/dorchester/address-not-disclosed-dorchester-ma-02122--2476960286
"$2,500/mo",74 Mozart St #2,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools7 Elementary Schools5 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat171 Restaurants34 Groceries29 Nightlife,"74 Mozart St #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 74 Mozart St #2 is located inJamaica Plain, Boston. 74 Mozart St #2 was listed for rent for $2,600/month on May 19, 2020.","Details for 74 Mozart St #2Multi Family34 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,600Heating fuel: noneParking Type: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/p/ma/boston/74-mozart-st-2-boston-ma-02130--2172406178
"$2,695/mo",66 Hyde Park Ave #2,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools1 Elementary School1 Middle School,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat79 Restaurants16 Groceries20 Nightlife,"66 Hyde Park Ave #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 66 Hyde Park Ave #2 is located inJamaica Plain, Boston. 66 Hyde Park Ave #2 was listed for rent for $2,695/month on May 20, 2020. This property is pet friendly.","Details for 66 Hyde Park Ave #2Multi FamilyCats, small dogs, large dogs allowed33 Days on TruliaRent Includes: Sewage, GarbageNo Air ConditioningParking Type: noneHeating fuel: noneDishwasherRefrigeratorHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/66-hyde-park-ave-2-boston-ma-02130--2174299288
"$2,750/mo",12 Germania St #1,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools3 Elementary Schools2 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat111 Restaurants25 Groceries23 Nightlife,"12 Germania St #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 12 Germania St #1 is located inJamaica Plain, Boston. 12 Germania St #1 was listed for rent for $2,750/month on Apr 30, 2020.","Details for 12 Germania St #1Multi FamilyNo pets allowed53 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,750Street ParkingLaundry: SharedNo Air ConditioningLaundry: In UnitHeating fuel: noneDryerRefrigeratorWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/12-germania-st-1-boston-ma-02130--2409650814
"$2,700/mo",30 S Huntington Ave #3,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools9 Elementary Schools8 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat290 Restaurants36 Groceries55 Nightlife,"30 S Huntington Ave #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 30 S Huntington Ave #3 is located inJamaica Plain, Boston. 30 S Huntington Ave #3 was listed for rent for $2,700/month on Jun 9, 2019.","Details for 30 S Huntington Ave #3Multi FamilyRent Includes: Sewage, GarbageDeposit: $2,700No Air ConditioningLaundry: SharedParking Type: noneLaundry: In UnitHeating fuel: noneDishwasherDisposalDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/30-s-huntington-ave-3-boston-ma-02130--2171823116
"$2,700/mo",7 Chilcott Pl #1,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools6 Elementary Schools2 Middle Schools3 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat119 Restaurants24 Groceries23 Nightlife,"7 Chilcott Pl #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 7 Chilcott Pl #1 is located inJamaica Plain, Boston. 7 Chilcott Pl #1 was listed for rent for $2,700/month on May 30, 2020.","Details for 7 Chilcott Pl #1Multi Family23 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,700No Air ConditioningHeating fuel: noneParking Type: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/7-chilcott-pl-1-boston-ma-02130--2171575309
"$2,700/mo",42 Day St #2,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools11 Elementary Schools10 Middle Schools5 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat212 Restaurants35 Groceries29 Nightlife,"42 Day St #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 42 Day St #2 is located inJamaica Plain, Boston. 42 Day St #2 was listed for rent for $2,700/month on Feb 6, 2020.","Details for 42 Day St #2Multi FamilyNo pets allowedRent Includes: Sewage, GarbageDeposit: $2,700No Air ConditioningStreet ParkingHeating fuel: noneLaundry: In UnitLaundry: SharedDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/42-day-st-2-boston-ma-02130--2194564019
"$2,600/mo",74 Mozart St #2,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools7 Elementary Schools5 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat171 Restaurants34 Groceries29 Nightlife,"74 Mozart St #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 74 Mozart St #2 is located inJamaica Plain, Boston. 74 Mozart St #2 was listed for rent for $2,600/month on May 19, 2020.","Details for 74 Mozart St #2Multi Family34 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,600Heating fuel: noneParking Type: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/p/ma/boston/74-mozart-st-2-boston-ma-02130--2172406178
"$2,500/mo",156 South St #3,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools1 Elementary School1 Middle School3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat75 Restaurants14 Groceries16 Nightlife,"156 South St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 156 South St #3 is located inJamaica Plain, Boston. 156 South St #3 was listed for rent for $2,500/month on Jan 22, 2020.","Details for 156 South St #3Multi FamilyRent Includes: Hot Water, Sewage, GarbageDeposit: $2,500No Air ConditioningHeating fuel: noneStreet ParkingRefrigeratorFloors: HardwoodHeating Fuel: None",https://www.trulia.com/p/ma/boston/156-south-st-3-boston-ma-02130--2172869177
"$3,000/mo",41 Iffley Rd #2,"Jamaica Plain, Boston, MA",4 Beds,1 Bath,Schools6 Elementary Schools2 Middle Schools3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat123 Restaurants28 Groceries23 Nightlife,"41 Iffley Rd #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 41 Iffley Rd #2 is located inJamaica Plain, Boston. 41 Iffley Rd #2 was listed for rent for $3,000/month on May 16, 2020.","Details for 41 Iffley Rd #2Multi Family37 Days on TruliaRent Includes: Sewage, GarbageParking: Off StreetDeposit: $3,000Parking Type: noneLaundry: SharedHeating fuel: noneNo Air ConditioningLaundry: In UnitDishwasherDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/41-iffley-rd-2-boston-ma-02130--2171486839
"$2,950/mo",24 S Huntington Ave #3,"Jamaica Plain, Jamaica Plain, MA",4 Beds,1 Bath,Schools9 Elementary Schools8 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat285 Restaurants34 Groceries49 Nightlife,"24 S Huntington Ave #3,Jamaica Plain, MA is a 4 bedroom, 1 bathroom multi-family. 24 S Huntington Ave #3 is located inJamaica Plain, Jamaica Plain. 24 S Huntington Ave #3 was listed for rent for $2,950/month on May 20, 2020.",Details for 24 S Huntington Ave #3Multi FamilyAvailable: Sep 1stNo pets allowed33 Days on TruliaParking: Off Street,https://www.trulia.com/p/ma/jamaica-plain/24-s-huntington-ave-3-jamaica-plain-ma-02130--2172670958
"$3,100/mo",177 Heath St #2,"Jamaica Plain, Boston, MA",4 Beds,1 Bath,Schools11 Elementary Schools10 Middle Schools6 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat245 Restaurants40 Groceries35 Nightlife,"177 Heath St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 177 Heath St #2 is located inJamaica Plain, Boston. 177 Heath St #2 was listed for rent for $3,100/month on Jun 17, 2020.","Details for 177 Heath St #2Multi Family5 Days on TruliaRent Includes: Sewage, GarbageDeposit: $3,100Heating fuel: noneNo Air ConditioningStreet ParkingFloors: HardwoodHeating Fuel: None",https://www.trulia.com/p/ma/boston/177-heath-st-2-boston-ma-02130--2172837409
"$3,100/mo",177 Heath St #2,"Jamaica Plain, Boston, MA",4 Beds,1 Bath,Schools11 Elementary Schools10 Middle Schools6 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat245 Restaurants40 Groceries35 Nightlife,"177 Heath St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 177 Heath St #2 is located inJamaica Plain, Boston. 177 Heath St #2 was listed for rent for $3,100/month on Jun 17, 2020.","Details for 177 Heath St #2Multi Family5 Days on TruliaRent Includes: Sewage, GarbageDeposit: $3,100Heating fuel: noneNo Air ConditioningStreet ParkingFloors: HardwoodHeating Fuel: None",https://www.trulia.com/p/ma/boston/177-heath-st-2-boston-ma-02130--2172837409
"$1,650/mo",58 S Huntington Ave #2,"Jamaica Plain, Boston, MA",1 Bed,1 Bath,Schools9 Elementary Schools8 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat290 Restaurants36 Groceries55 Nightlife,"58 S Huntington Ave #2,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 58 S Huntington Ave #2 is located inJamaica Plain, Boston. 58 S Huntington Ave #2 was listed for rent for $1,650/month on Jun 16, 2020.","Details for 58 S Huntington Ave #2Multi Family6 Days on TruliaRent Includes: Sewage, GarbageDeposit: $1,650Heating fuel: noneParking Type: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/p/ma/boston/58-s-huntington-ave-2-boston-ma-02130--2088326264
"$2,925/mo",40 Mozart St #2,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools9 Elementary Schools7 Middle Schools2 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat197 Restaurants34 Groceries30 Nightlife,"40 Mozart St #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 40 Mozart St #2 is located inJamaica Plain, Boston. 40 Mozart St #2 was listed for rent for $2,925/month on Jun 13, 2020. This property is pet friendly.",Details for 40 Mozart St #2Multi FamilyCats allowed9 Days on TruliaLaundry: noneFloors: Hardwood,https://www.trulia.com/p/ma/boston/40-mozart-st-2-boston-ma-02130--2171577890
"$2,850/mo",61 Day St #2,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools11 Elementary Schools10 Middle Schools5 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat205 Restaurants34 Groceries29 Nightlife,"61 Day St #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 61 Day St #2 is located inJamaica Plain, Boston. 61 Day St #2 was listed for rent for $2,850/month on Apr 28, 2020. This property is pet friendly.","Details for 61 Day St #2Multi FamilyCats allowed55 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $2,850No Air ConditioningHeating fuel: noneParking Type: noneLaundry: SharedLaundry: In UnitDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/61-day-st-2-boston-ma-02130--2171575442
"$2,850/mo",6 Wise St #2,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools10 Elementary Schools6 Middle Schools3 High Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat226 Restaurants37 Groceries35 Nightlife,"6 Wise St #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 6 Wise St #2 is located inJamaica Plain, Boston. 6 Wise St #2 was listed for rent for $2,850/month on Feb 12, 2020. This property is pet friendly.","Details for 6 Wise St #2Multi FamilyCats, small dogs, large dogs allowedRent Includes: Gas, Sewage, GarbageDeposit: $2,850Street ParkingHeating fuel: noneLaundry: In UnitNo Air ConditioningDishwasherDryerRefrigeratorWasherFloors: TileHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/6-wise-st-2-boston-ma-02130--2171823247
"$2,800/mo",74 Mozart St #3,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools7 Elementary Schools5 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat171 Restaurants34 Groceries29 Nightlife,"74 Mozart St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 74 Mozart St #3 is located inJamaica Plain, Boston. 74 Mozart St #3 was listed for rent for $2,800/month on Mar 4, 2020.","Details for 74 Mozart St #3Multi FamilyRent Includes: Sewage, GarbageDeposit: $2,800Street ParkingHeating fuel: noneNo Air ConditioningRefrigeratorFloors: HardwoodHeating Fuel: None",https://www.trulia.com/p/ma/boston/74-mozart-st-3-boston-ma-02130--2172140179
"$2,850/mo",106 Hyde Park Ave #2,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools1 Elementary School1 Middle School,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat80 Restaurants16 Groceries20 Nightlife,"106 Hyde Park Ave #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 106 Hyde Park Ave #2 is located inJamaica Plain, Boston. 106 Hyde Park Ave #2 was listed for rent for $2,850/month on Mar 4, 2020.","Details for 106 Hyde Park Ave #2Multi FamilyRent Includes: Sewage, GarbageDeposit: $2,850No Air ConditioningHeating fuel: noneStreet ParkingFloors: HardwoodHeating Fuel: Electric Electric",https://www.trulia.com/p/ma/boston/106-hyde-park-ave-2-boston-ma-02130--2171576827
"$2,800/mo",366 Centre St #3,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools10 Elementary Schools8 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat187 Restaurants32 Groceries29 Nightlife,"366 Centre St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 366 Centre St #3 is located inJamaica Plain, Boston. 366 Centre St #3 was listed for rent for $2,800/month on Jun 13, 2020. This property is pet friendly.","Details for 366 Centre St #3Multi FamilyCats allowed9 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $2,800Heating fuel: noneParking Type: noneNo Air ConditioningFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/366-centre-st-3-boston-ma-02130--2360346242
