Rent,Address,Area,Bed,Bath,School,Crime,Commute,Shop_eat,Description,Feature,URL
"$2,700/mo",92 Bragdon St #1,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools9 Elementary Schools5 Middle Schools3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat169 Restaurants35 Groceries27 Nightlife,"92 Bragdon St #1,Boston, MA is a 3 bedroom, 1 bathroom, 701 sqft multi-family built in 1890. 92 Bragdon St #1 is located inJamaica Plain, Boston. 92 Bragdon St #1 was listed for rent for $2,700/month on Jul 16, 2019. This property is pet friendly.","Details for 92 Bragdon St #1Multi FamilyCats, small dogs, large dogs allowedBuilt in 1890Rent Includes: Sewage, GarbageDeposit: $2,700No Air ConditioningLaundry: SharedHeating fuel: noneStreet ParkingLaundry: In UnitDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/92-bragdon-st-1-boston-ma-02119--2171568133
"$2,595/mo",39 W Walnut Park #2,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools8 Elementary Schools5 Middle Schools3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat159 Restaurants33 Groceries27 Nightlife,"39 W Walnut Park #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 39 W Walnut Park #2 is located inJamaica Plain, Boston. 39 W Walnut Park #2 was listed for rent for $2,595/month on Apr 1, 2020. This property is pet friendly.","Details for 39 W Walnut Park #2Multi FamilyCats, small dogs, large dogs allowedRent Includes: Sewage, GarbageDeposit: $2,595Street ParkingLaundry: SharedLaundry: In UnitNo Air ConditioningHeating fuel: noneDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/39-w-walnut-park-2-boston-ma-02119--2347231753
"$2,900/mo",109 Heath St #3,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools9 Elementary Schools8 Middle Schools5 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat254 Restaurants40 Groceries36 Nightlife,"109 Heath St #3,Boston, MA is a 3 bedroom, 1 bathroom, 1,014 sqft multi-family built in 1905. 109 Heath St #3 is located inJamaica Plain, Boston. 109 Heath St #3 was listed for rent for $2,900/month on Jan 3, 2020.","Details for 109 Heath St #3Multi FamilyNo pets allowedBuilt in 1905Rent Includes: Sewage, GarbageDeposit: $2,900Parking Type: noneNo Air ConditioningHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/109-heath-st-3-boston-ma-02130--2001540012
"$2,800/mo",74 Mozart St #1,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools7 Elementary Schools5 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat171 Restaurants34 Groceries29 Nightlife,"74 Mozart St #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 74 Mozart St #1 is located inJamaica Plain, Boston. 74 Mozart St #1 was listed for rent for $2,800/month on Feb 27, 2020.","Details for 74 Mozart St #1Multi FamilyRent Includes: Sewage, GarbageDeposit: $2,800Laundry: SharedHeating fuel: noneNo Air ConditioningStreet ParkingLaundry: In UnitDishwasherDisposalDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/74-mozart-st-1-boston-ma-02130--2171568140
"$3,400/mo",14 Schiller St #2,"Jamaica Plain, Boston, MA",4 Beds,1 Bath,Schools11 Elementary Schools10 Middle Schools6 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat221 Restaurants38 Groceries29 Nightlife,"14 Schiller St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 14 Schiller St #2 is located inJamaica Plain, Boston. 14 Schiller St #2 was listed for rent for $3,400/month on Apr 11, 2020.","Details for 14 Schiller St #2Multi FamilyNo pets allowedRent Includes: Sewage, GarbageDeposit: $3,400Heating fuel: noneNo Air ConditioningLaundry: In UnitLaundry: SharedStreet ParkingDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/14-schiller-st-2-boston-ma-02130--2194224900
"$2,995/mo",3110 Washington St #2,"Jamaica Plain, Boston, MA",4 Beds,1 Bath,Schools6 Elementary Schools3 Middle Schools3 High Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat134 Restaurants26 Groceries22 Nightlife,"3110 Washington St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 3110 Washington St #2 is located inJamaica Plain, Boston. 3110 Washington St #2 was listed for rent for $2,995/month on Feb 14, 2020. This property is pet friendly.","Details for 3110 Washington St #2Multi FamilyCats, small dogs, large dogs allowedRent Includes: Sewage, GarbageDeposit: $2,995Heating fuel: noneStreet ParkingNo Air ConditioningLaundry: In UnitDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: Electric ElectricSee All",https://www.trulia.com/p/ma/boston/3110-washington-st-2-boston-ma-02119--2001459133
"$1,700/mo",50 S Huntington Ave #14,"Jamaica Plain, Boston, MA",1 Bed,1 Bath,Schools9 Elementary Schools8 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat290 Restaurants36 Groceries55 Nightlife,"50 S Huntington Ave #14,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 50 S Huntington Ave #14 is located inJamaica Plain, Boston. 50 S Huntington Ave #14 was listed for rent for $1,700/month on May 8, 2020.","Details for 50 S Huntington Ave #14Multi FamilyNo pets allowed48 Days on TruliaRent Includes: Sewage, GarbageDeposit: $1,700No Air ConditioningParking Type: noneHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/50-s-huntington-ave-14-boston-ma-02130--2088326235
"$1,700/mo",50 S Huntington Ave #14,"Jamaica Plain, Boston, MA",1 Bed,1 Bath,Schools9 Elementary Schools8 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat290 Restaurants36 Groceries55 Nightlife,"50 S Huntington Ave #14,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 50 S Huntington Ave #14 is located inJamaica Plain, Boston. 50 S Huntington Ave #14 was listed for rent for $1,700/month on May 8, 2020.","Details for 50 S Huntington Ave #14Multi FamilyNo pets allowed48 Days on TruliaRent Includes: Sewage, GarbageDeposit: $1,700No Air ConditioningParking Type: noneHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/50-s-huntington-ave-14-boston-ma-02130--2088326235
"$2,700/mo",12 Estrella St #1,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools8 Elementary Schools6 Middle Schools3 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat207 Restaurants36 Groceries30 Nightlife,"12 Estrella St #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 12 Estrella St #1 is located inJamaica Plain, Boston. 12 Estrella St #1 was listed for rent for $2,700/month on Jun 25, 2020.","Details for 12 Estrella St #1Multi FamilyJust ListedRent Includes: Sewage, GarbageDeposit: $2,700Heating fuel: noneParking Type: noneLaundry: SharedLaundry: In UnitNo Air ConditioningDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/12-estrella-st-1-boston-ma-02130--2353382035
"$2,700/mo",12 Estrella St #2,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools8 Elementary Schools6 Middle Schools3 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat207 Restaurants36 Groceries30 Nightlife,"12 Estrella St #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 12 Estrella St #2 is located inJamaica Plain, Boston. 12 Estrella St #2 was listed for rent for $2,700/month on Jun 25, 2020.","Details for 12 Estrella St #2Multi FamilyJust ListedRent Includes: Sewage, GarbageDeposit: $2,700Street ParkingLaundry: SharedLaundry: In UnitNo Air ConditioningHeating fuel: noneDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/12-estrella-st-2-boston-ma-02130--2352546882
"$2,950/mo",17 Parker Hill Ave #1,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools9 Elementary Schools9 Middle Schools4 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute23% of residents commute by car.,Shop & Eat306 Restaurants34 Groceries63 Nightlife,"17 Parker Hill Ave #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 17 Parker Hill Ave #1 is located inJamaica Plain, Boston. 17 Parker Hill Ave #1 was listed for rent for $2,950/month on Feb 20, 2020.","Details for 17 Parker Hill Ave #1Multi FamilyRent Includes: Sewage, GarbageDeposit: $2,950Parking Type: noneHeating fuel: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/p/ma/boston/17-parker-hill-ave-1-boston-ma-02120--2171575292
"$2,195/mo",894 Huntington Ave #4,"Jamaica Plain, Boston, MA",2 Beds,1 Bath,Schools9 Elementary Schools8 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat298 Restaurants34 Groceries59 Nightlife,"894 Huntington Ave #4,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 894 Huntington Ave #4 is located inJamaica Plain, Boston. 894 Huntington Ave #4 was listed for rent for $2,195/month on May 28, 2020.","Details for 894 Huntington Ave #4Multi Family28 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $2,195Laundry: In UnitParking Type: noneNo Air ConditioningHeating fuel: noneLaundry: SharedDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/894-huntington-ave-4-boston-ma-02115--2171640997
"$3,300/mo",811 Centre St #2,"Jamaica Plain, Boston, MA",4 Beds,1 Bath,Schools1 Elementary School1 Middle School3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat85 Restaurants20 Groceries17 Nightlife,"811 Centre St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 811 Centre St #2 is located inJamaica Plain, Boston. 811 Centre St #2 was listed for rent for $3,300/month on Apr 10, 2020.","Details for 811 Centre St #2Multi FamilyRent Includes: Hot Water, Sewage, GarbageNo Air ConditioningStreet ParkingLaundry: SharedLaundry: In UnitHeating fuel: noneDishwasherDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/811-centre-st-2-boston-ma-02130--2171823374
"$3,200/mo",24 Walk Hill St #3,"Jamaica Plain, Boston, MA",4 Beds,1 Bath,Schools1 Elementary School1 Middle School,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat85 Restaurants20 Groceries20 Nightlife,"24 Walk Hill St #3,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 24 Walk Hill St #3 is located inJamaica Plain, Boston. 24 Walk Hill St #3 was listed for rent for $3,200/month on May 22, 2020. This property is pet friendly.","Details for 24 Walk Hill St #3Multi FamilyCats, small dogs, large dogs allowed34 Days on TruliaRent Includes: Sewage, GarbageDeposit: $3,200No Air ConditioningLaundry: SharedLaundry: In UnitStreet ParkingHeating fuel: noneDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/24-walk-hill-st-3-boston-ma-02130--2172418561
"$3,200/mo",381 Centre St #2,"Jamaica Plain, Boston, MA",4 Beds,1 Bath,Schools10 Elementary Schools8 Middle Schools3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat187 Restaurants32 Groceries29 Nightlife,"381 Centre St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 381 Centre St #2 is located inJamaica Plain, Boston. 381 Centre St #2 was listed for rent for $3,200/month on Apr 18, 2020.","Details for 381 Centre St #2Multi FamilyNo pets allowedRent Includes: Sewage, GarbageHeating fuel: noneParking Type: noneNo Air ConditioningDishwasherRefrigeratorHeating Fuel: None",https://www.trulia.com/p/ma/boston/381-centre-st-2-boston-ma-02130--2001547638
"$3,300/mo",811 Centre St #2,"Jamaica Plain, Boston, MA",4 Beds,1 Bath,Schools1 Elementary School1 Middle School3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat85 Restaurants20 Groceries17 Nightlife,"811 Centre St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 811 Centre St #2 is located inJamaica Plain, Boston. 811 Centre St #2 was listed for rent for $3,300/month on Apr 10, 2020.","Details for 811 Centre St #2Multi FamilyRent Includes: Hot Water, Sewage, GarbageNo Air ConditioningStreet ParkingLaundry: SharedLaundry: In UnitHeating fuel: noneDishwasherDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/811-centre-st-2-boston-ma-02130--2171823374
"$2,950/mo",8 Buckley Ave #1,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools9 Elementary Schools7 Middle Schools3 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat202 Restaurants35 Groceries30 Nightlife,"8 Buckley Ave #1,Boston, MA is a 3 bedroom, 1 bathroom, 930 sqft multi-family built in 1905. 8 Buckley Ave #1 is located inJamaica Plain, Boston. 8 Buckley Ave #1 was listed for rent for $2,950/month on Jun 14, 2020. This property is pet friendly.","Details for 8 Buckley Ave #1Multi FamilyCats allowedBuilt in 190511 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,950Parking Type: noneHeating fuel: noneLaundry: In UnitLaundry: SharedNo Air ConditioningDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/8-buckley-ave-1-boston-ma-02130--2171576979
"$3,050/mo",1 Buckley Ave #2,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools9 Elementary Schools7 Middle Schools3 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat217 Restaurants36 Groceries32 Nightlife,"1 Buckley Ave #2,Boston, MA is a 3 bedroom, 1 bathroom, 980 sqft multi-family built in 2016. 1 Buckley Ave #2 is located inJamaica Plain, Boston. 1 Buckley Ave #2 was listed for rent for $3,050/month on Feb 12, 2020. This property is pet friendly.","Details for 1 Buckley Ave #2Multi FamilyCats, small dogs, large dogs allowedBuilt in 2016Rent Includes: Sewage, GarbageDeposit: $3,050Laundry: In UnitNo Air ConditioningLaundry: SharedHeating fuel: noneStreet ParkingDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/1-buckley-ave-2-boston-ma-02130--2171568886
"$3,075/mo",10 Copenger St #3,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools9 Elementary Schools9 Middle Schools4 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute23% of residents commute by car.,Shop & Eat306 Restaurants34 Groceries63 Nightlife,"10 Copenger St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 10 Copenger St #3 is located inJamaica Plain, Boston. 10 Copenger St #3 was listed for rent for $3,075/month on Mar 30, 2020.","Details for 10 Copenger St #3Multi FamilyRent Includes: Sewage, GarbageDeposit: $3,075Parking Type: noneNo Air ConditioningHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/10-copenger-st-3-boston-ma-02120--2001463045
"$3,075/mo",1 Buckley Ave #1,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools9 Elementary Schools7 Middle Schools3 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat202 Restaurants35 Groceries30 Nightlife,"1 Buckley Ave #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 1 Buckley Ave #1 is located inJamaica Plain, Boston. 1 Buckley Ave #1 was listed for rent for $3,075/month on Mar 20, 2020. This property is pet friendly.","Details for 1 Buckley Ave #1Multi FamilyCats, small dogs, large dogs allowedRent Includes: Sewage, GarbageDeposit: $3,075Street ParkingHeating fuel: noneNo Air ConditioningLaundry: In UnitDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/1-buckley-ave-1-boston-ma-02130--2171568885
"$2,800/mo",366 Centre St #3,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools10 Elementary Schools8 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat187 Restaurants32 Groceries29 Nightlife,"366 Centre St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 366 Centre St #3 is located inJamaica Plain, Boston. 366 Centre St #3 was listed for rent for $2,800/month on Jun 13, 2020. This property is pet friendly.","Details for 366 Centre St #3Multi FamilyCats allowed12 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $2,800Heating fuel: noneParking Type: noneNo Air ConditioningFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/366-centre-st-3-boston-ma-02130--2360346242
"$2,950/mo",8 Buckley Ave #3,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools9 Elementary Schools7 Middle Schools3 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat202 Restaurants35 Groceries30 Nightlife,"8 Buckley Ave #3,Boston, MA is a 3 bedroom, 1 bathroom, 1,005 sqft multi-family built in 1905. 8 Buckley Ave #3 is located inJamaica Plain, Boston. 8 Buckley Ave #3 was listed for rent for $2,950/month on Jun 14, 2020. This property is pet friendly.","Details for 8 Buckley Ave #3Multi FamilyCats, small dogs, large dogs allowedBuilt in 190511 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,950Laundry: SharedNo Air ConditioningHeating fuel: noneLaundry: In UnitStreet ParkingDishwasherDisposalDryerRefrigeratorWasherFloors: TileHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/8-buckley-ave-3-boston-ma-02130--2171486680
"$2,850/mo",435 Walnut Ave #6,"Jamaica Plain, Boston, MA",4 Beds,1 Bath,Schools6 Elementary Schools2 Middle Schools3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat129 Restaurants30 Groceries23 Nightlife,"435 Walnut Ave #6,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 435 Walnut Ave #6 is located inJamaica Plain, Boston. 435 Walnut Ave #6 was listed for rent for $2,850/month on Feb 4, 2019.","Details for 435 Walnut Ave #6Multi FamilyRent Includes: Sewage, GarbageDeposit: $2,850Laundry: In UnitHeating fuel: noneNo Air ConditioningLaundry: SharedStreet ParkingDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/435-walnut-ave-6-boston-ma-02119--2171640581
"$3,000/mo",27 Parker Hill Ave #1,"Jamaica Plain, Boston, MA",4 Beds,1 Bath,Schools9 Elementary Schools9 Middle Schools4 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute23% of residents commute by car.,Shop & Eat306 Restaurants34 Groceries63 Nightlife,"27 Parker Hill Ave #1,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 27 Parker Hill Ave #1 is located inJamaica Plain, Boston. 27 Parker Hill Ave #1 was listed for rent for $3,000/month on Jun 11, 2020. This property is pet friendly.","Details for 27 Parker Hill Ave #1Multi FamilyCats, small dogs, large dogs allowed14 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $3,000No Air ConditioningLaundry: In UnitStreet ParkingHeating fuel: noneLaundry: SharedDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/27-parker-hill-ave-1-boston-ma-02120--2172410258
"$2,400/mo",4A Weld Ave #2,"Jamaica Plain, Boston, MA",4 Beds,1 Bath,Schools6 Elementary Schools3 Middle Schools3 High Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat140 Restaurants33 Groceries22 Nightlife,"4A Weld Ave #2,Boston, MA is a 4 bedroom, 1 bathroom, 1,000 sqft multi-family. 4A Weld Ave #2 is located inJamaica Plain, Boston. 4A Weld Ave #2 was listed for rent for $2,400/month on Feb 6, 2020. This property is pet friendly.","Details for 4A Weld Ave #2Multi FamilyAvailable: Sep 1stSmall dogs, large dogs allowedParking: Off StreetGranite Counter TopsLaundry: SharedSeparate KitchenCeramic TilesEat-in KitchenSee Virtual TourBalconyDeckDishwasherFloors: HardwoodSee All",https://www.trulia.com/p/ma/boston/4a-weld-ave-2-boston-ma-02119--2172574199
"$2,795/mo",94 Bragdon St #1,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools9 Elementary Schools5 Middle Schools3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat169 Restaurants35 Groceries27 Nightlife,"94 Bragdon St #1,Boston, MA is a 3 bedroom, 1 bathroom, 811 sqft multi-family built in 1890. 94 Bragdon St #1 is located inJamaica Plain, Boston. 94 Bragdon St #1 was listed for rent for $2,795/month on Dec 19, 2019.","Details for 94 Bragdon St #1Multi FamilyBuilt in 1890Rent Includes: Sewage, GarbageDeposit: $2,795No Air ConditioningLaundry: In UnitLaundry: SharedStreet ParkingHeating fuel: noneDryerWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/94-bragdon-st-1-boston-ma-02119--2171466526
"$2,745/mo",94 Bragdon St #1,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools9 Elementary Schools5 Middle Schools3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat169 Restaurants35 Groceries27 Nightlife,"94 Bragdon St #1,Boston, MA is a 3 bedroom, 1 bathroom, 811 sqft multi-family built in 1890. 94 Bragdon St #1 is located inJamaica Plain, Boston. 94 Bragdon St #1 was listed for rent for $2,795/month on Dec 19, 2019.","Details for 94 Bragdon St #1Multi FamilyBuilt in 1890Rent Includes: Sewage, GarbageDeposit: $2,795No Air ConditioningLaundry: In UnitLaundry: SharedStreet ParkingHeating fuel: noneDryerWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/94-bragdon-st-1-boston-ma-02119--2171466526
"$2,750/mo",25 Bragdon St #1,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools6 Elementary Schools3 Middle Schools2 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat167 Restaurants34 Groceries28 Nightlife,"25 Bragdon St #1,Boston, MA is a 3 bedroom, 1 bathroom, 715 sqft multi-family built in 2016. 25 Bragdon St #1 is located inJamaica Plain, Boston. 25 Bragdon St #1 was listed for rent for $2,750/month on Apr 2, 2020. This property is pet friendly.","Details for 25 Bragdon St #1Multi FamilyCats, small dogs, large dogs allowedBuilt in 2016Rent Includes: Sewage, GarbageDeposit: $2,750Heating fuel: noneNo Air ConditioningStreet ParkingLaundry: In UnitDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/25-bragdon-st-1-boston-ma-02119--2297683694
"$2,800/mo",366 Centre St #3,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools10 Elementary Schools8 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat187 Restaurants32 Groceries29 Nightlife,"366 Centre St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 366 Centre St #3 is located inJamaica Plain, Boston. 366 Centre St #3 was listed for rent for $2,800/month on Jun 13, 2020. This property is pet friendly.","Details for 366 Centre St #3Multi FamilyCats allowed12 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $2,800Heating fuel: noneParking Type: noneNo Air ConditioningFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/366-centre-st-3-boston-ma-02130--2360346242
"$2,800/mo",366 Centre St #3,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools10 Elementary Schools8 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute42% of residents commute by car.,Shop & Eat187 Restaurants32 Groceries29 Nightlife,"366 Centre St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 366 Centre St #3 is located inJamaica Plain, Boston. 366 Centre St #3 was listed for rent for $2,800/month on Jun 13, 2020. This property is pet friendly.","Details for 366 Centre St #3Multi FamilyCats allowed12 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $2,800Heating fuel: noneParking Type: noneNo Air ConditioningFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/366-centre-st-3-boston-ma-02130--2360346242
"$2,795/mo",94 Bragdon St #2,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools9 Elementary Schools5 Middle Schools3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat169 Restaurants35 Groceries27 Nightlife,"94 Bragdon St #2,Boston, MA is a 3 bedroom, 1 bathroom, 877 sqft multi-family built in 1890. 94 Bragdon St #2 is located inJamaica Plain, Boston. 94 Bragdon St #2 was listed for rent for $2,745/month on May 21, 2020.","Details for 94 Bragdon St #2Multi FamilyBuilt in 189035 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,745Laundry: SharedStreet ParkingHeating fuel: noneNo Air ConditioningLaundry: In UnitDryerWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/94-bragdon-st-2-boston-ma-02119--2174241634
"$2,745/mo",94 Bragdon St #2,"Jamaica Plain, Boston, MA",3 Beds,1 Bath,Schools9 Elementary Schools5 Middle Schools3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat169 Restaurants35 Groceries27 Nightlife,"94 Bragdon St #2,Boston, MA is a 3 bedroom, 1 bathroom, 877 sqft multi-family built in 1890. 94 Bragdon St #2 is located inJamaica Plain, Boston. 94 Bragdon St #2 was listed for rent for $2,745/month on May 21, 2020.","Details for 94 Bragdon St #2Multi FamilyBuilt in 189035 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,745Laundry: SharedStreet ParkingHeating fuel: noneNo Air ConditioningLaundry: In UnitDryerWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/94-bragdon-st-2-boston-ma-02119--2174241634
